ppi_product_code,period,ppi_quarterly_index,ppi_product_index_quarter_mean
M_мука_пшеничная,2017Q1,96.919015928,98.63282666666667
M_мука_пшеничная,2017Q2,95.52346818000001,93.94806949493456
M_мука_пшеничная,2017Q3,97.01759474400001,92.18010986985634
M_мука_пшеничная,2017Q4,91.5274663424,84.21023414266442
M_мука_пшеничная,2018Q1,97.53048687450001,81.20713456071782
M_мука_пшеничная,2018Q2,109.41477104249999,84.27049793402954
M_мука_пшеничная,2018Q3,110.76425688509997,93.77145851514429
M_мука_пшеничная,2018Q4,108.60292379999999,102.79489585772461
M_мука_пшеничная,2019Q1,111.615670744,115.18174204288295
M_мука_пшеничная,2019Q2,97.73572146000001,116.24393456973148
M_мука_пшеничная,2019Q3,94.63770691200001,111.88095338938051
M_мука_пшеничная,2019Q4,100.321031244,108.91622357509472
M_мука_пшеничная,2020Q1,101.183394816,110.8032111353029
M_мука_пшеничная,2020Q2,112.846657724,123.0769988337632
M_мука_пшеничная,2020Q3,97.57963646339999,123.31445297572986
M_мука_пшеничная,2020Q4,111.29774404560003,131.2621428502284
M_мука_пшеничная,2021Q1,98.702461,135.02806437892087
M_мука_пшеничная,2021Q3,105.14623577360001,136.6144425970092
M_мука_пшеничная,2021Q4,108.090876708,150.38776101065676
M_мука_пшеничная,2022Q1,104.13235909439997,155.72039736908337
M_мука_пшеничная,2022Q2,106.0987587174,170.0000456401433
M_мука_пшеничная,2022Q3,90.388786824,158.45184506936076
M_мука_пшеничная,2022Q4,93.492111546,145.1700647252832
M_мука_пшеничная,2023Q1,96.26763464960001,139.62906512822707
M_мука_пшеничная,2023Q2,93.61284216479999,130.52654803012976
M_мука_пшеничная,2023Q3,110.66287337280004,135.91983790256884
